
INFORMATION: AdministrableProductDefinition/373b9bf3-1fae-47a1-a7cd-230106def069: AdministrableProductDefinition.administrableDoseForm.coding[0]: Code System URI 'https://spor.ema.europa.eu/rmswi/200000000006' is unknown so the code cannot be validated
INFORMATION: AdministrableProductDefinition/373b9bf3-1fae-47a1-a7cd-230106def069: AdministrableProductDefinition.routeOfAdministration[0].code.coding[0]: Code System URI 'https://spor.ema.europa.eu/rmswi/100000073345' is unknown so the code cannot be validated
INFORMATION: AdministrableProductDefinition/373b9bf3-1fae-47a1-a7cd-230106def069: AdministrableProductDefinition.routeOfAdministration[0].targetSpecies[0].code.coding[0]: Code System URI 'https://spor.ema.europa.eu/rmswi' is unknown so the code cannot be validated
INFORMATION: AdministrableProductDefinition/373b9bf3-1fae-47a1-a7cd-230106def069: AdministrableProductDefinition.unitOfPresentation.coding[0]: Code System URI 'https://spor.ema.europa.eu/rmswi' is unknown so the code cannot be validated
INFORMATION: Bundle/bundlepackageleaflet75: Bundle.entry[0].resource.ofType(Composition).section[0].code.coding[0]: Code System URI 'https://spor.ema.europa.eu/rmswi' is unknown so the code cannot be validated
INFORMATION: Bundle/bundlepackageleaflet75: Bundle.entry[0].resource.ofType(Composition).section[1].code.coding[0]: Code System URI 'https://spor.ema.europa.eu/rmswi' is unknown so the code cannot be validated
INFORMATION: Bundle/bundlepackageleaflet75: Bundle.entry[0].resource.ofType(Composition).section[1].section[0].code.coding[0]: Code System URI 'https://spor.ema.europa.eu/rmswi' is unknown so the code cannot be validated
INFORMATION: Bundle/bundlepackageleaflet75: Bundle.entry[0].resource.ofType(Composition).section[1].section[1].code.coding[0]: Code System URI 'https://spor.ema.europa.eu/rmswi' is unknown so the code cannot be validated
INFORMATION: Bundle/bundlepackageleaflet75: Bundle.entry[0].resource.ofType(Composition).section[1].section[2].code.coding[0]: Code System URI 'https://spor.ema.europa.eu/rmswi' is unknown so the code cannot be validated
INFORMATION: Bundle/bundlepackageleaflet75: Bundle.entry[0].resource.ofType(Composition).section[1].section[3].code.coding[0]: Code System URI 'https://spor.ema.europa.eu/rmswi' is unknown so the code cannot be validated
INFORMATION: Bundle/bundlepackageleaflet75: Bundle.entry[0].resource.ofType(Composition).section[1].section[4].code.coding[0]: Code System URI 'https://spor.ema.europa.eu/rmswi' is unknown so the code cannot be validated
INFORMATION: Bundle/bundlepackageleaflet75: Bundle.entry[0].resource.ofType(Composition).section[1].section[5].code.coding[0]: Code System URI 'https://spor.ema.europa.eu/rmswi' is unknown so the code cannot be validated
